province,date,daily_rainfall,rain_anomaly_mm,rain_intensity_mm_h,daily_tmin,daily_tmax,daily_tmean,temp_anomaly_c,daily_pet,daily_et0,daily_relative_humidity,solar_radiation_w_m2,wind_speed_2m,seasonal_rain_3m,seasonal_rain_6m,relative_humidity_pct,wind_speed_2m_m_s,rainfall_intensity_mm_h,temp_anomaly_deg_c,rain_anomaly_pct,spi_1m,spi_3m,spi_6m,spi_12m,spi_24m,spei_1m,spei_3m,spei_6m,spei_12m,spei_24m
Western Cape,2009-10-06,0.0,-0.45,0.0,7.22,22.32,14.77,-0.0,1.76,1.68,50.83,163.51,2.71,77.12,188.37,30.0,2.45,0.0,-0.33,-100.0,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-07,0.0,-0.78,0.0,7.78,22.71,15.24,0.54,1.72,1.64,54.26,158.63,3.22,77.12,188.37,30.0,2.45,0.0,0.21,-100.0,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-08,2.64,1.16,0.59,8.63,24.38,16.5,1.59,0.94,0.9,69.54,81.07,3.03,71.79,187.11,30.0,2.45,0.66,1.27,78.19,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-09,0.0,-0.34,0.0,8.5,22.97,15.74,0.83,1.68,1.6,51.83,154.96,3.29,71.79,181.32,30.0,2.45,0.0,0.51,-100.0,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-10,0.0,-0.06,0.0,8.21,19.38,13.8,-0.8,1.39,1.32,48.25,154.07,3.03,65.92,181.32,44.2,2.45,0.0,-1.13,-100.0,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-11,7.48,6.43,1.76,6.86,20.15,13.5,-1.16,0.89,0.85,69.26,91.48,2.53,72.72,188.8,33.6,2.45,1.87,-1.49,614.56,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-12,0.0,-1.27,0.0,8.05,22.05,15.05,0.3,1.6,1.52,50.97,152.54,2.93,72.72,188.8,30.0,2.45,0.0,-0.02,-100.0,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-13,0.0,-0.5,0.0,7.67,22.39,15.03,0.12,1.52,1.45,48.46,142.0,2.92,72.72,184.91,30.0,2.45,0.0,-0.2,-100.0,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-14,0.0,-0.44,0.0,8.21,25.28,16.74,2.11,1.81,1.72,51.42,148.21,2.62,69.95,184.91,30.0,2.45,0.0,1.78,-100.0,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-15,0.0,-0.45,0.0,8.65,24.14,16.4,1.68,1.69,1.61,54.39,147.7,3.05,69.95,184.91,30.0,2.45,0.0,1.35,-100.0,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-16,0.0,-1.06,0.0,7.41,21.14,14.28,-0.53,1.51,1.44,55.19,149.14,2.63,69.95,173.92,31.3,2.45,0.0,-0.85,-100.0,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-17,0.0,-0.64,0.0,7.68,22.38,15.03,0.13,1.55,1.48,52.91,145.05,2.66,69.95,171.31,30.0,2.45,0.0,-0.19,-100.0,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-18,3.14,2.59,0.8,7.8,21.84,14.82,-0.08,1.22,1.16,72.48,116.73,2.42,73.09,174.45,30.0,2.45,0.78,-0.4,466.38,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-19,0.0,-0.45,0.0,6.6,25.64,16.12,1.46,1.85,1.76,55.73,146.62,3.37,73.09,174.45,30.0,2.45,0.0,1.13,-100.0,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-20,0.0,-1.37,0.0,7.99,19.91,13.95,-0.52,1.34,1.28,48.38,144.48,3.02,73.09,173.11,40.4,2.45,0.0,-0.86,-100.0,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-21,4.7,3.94,1.24,7.3,22.43,14.86,0.2,0.79,0.75,71.76,72.7,3.33,75.81,177.81,30.0,2.45,1.18,-0.13,521.36,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-22,1.53,0.57,0.41,9.26,21.03,15.14,0.44,1.06,1.01,73.16,110.09,2.66,74.98,179.34,41.1,2.45,0.38,0.11,59.71,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-23,0.0,-0.82,0.0,7.44,21.0,14.22,-0.8,1.46,1.39,49.29,145.86,3.45,74.98,172.6,32.2,2.45,0.0,-1.11,-100.0,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-24,0.0,-0.99,0.0,8.23,24.01,16.12,1.24,1.48,1.41,48.67,128.83,3.07,74.98,172.6,30.0,2.45,0.0,0.92,-100.0,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-25,0.62,0.36,0.16,8.36,20.16,14.26,-0.31,0.87,0.83,71.53,92.49,3.17,75.6,173.22,41.0,2.45,0.16,-0.64,138.1,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-26,0.0,-0.29,0.0,7.8,21.29,14.54,-0.27,1.51,1.44,49.0,149.16,2.2,75.6,171.68,32.6,2.45,0.0,-0.59,-100.0,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-27,0.0,-1.16,0.0,8.69,22.76,15.73,0.79,1.53,1.46,50.7,142.95,3.27,75.6,171.68,30.0,2.45,0.0,0.47,-100.0,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-28,0.0,-1.01,0.0,9.21,23.97,16.59,1.34,1.39,1.32,55.53,123.5,2.4,75.6,171.68,30.0,2.45,0.0,1.03,-100.0,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-29,0.0,-0.48,0.0,8.43,24.1,16.26,1.28,1.63,1.55,54.1,142.02,3.75,68.11,169.58,30.0,2.45,0.0,0.97,-100.0,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-30,0.0,-0.52,0.0,7.82,24.5,16.16,0.9,1.55,1.48,50.49,131.13,3.77,66.8,169.58,30.0,2.45,0.0,0.6,-100.0,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-10-31,0.98,-0.01,0.27,6.93,23.25,15.09,-0.01,0.59,0.56,66.59,52.34,2.17,67.78,170.56,30.0,2.45,0.24,-0.32,-0.77,-0.14,-0.36,0.24,-0.21,0.1,0.23,-0.0,-0.11,-0.05,0.27
Western Cape,2009-11-01,0.0,-0.56,0.0,8.99,22.47,15.73,-0.11,1.35,1.29,54.52,129.58,2.58,67.78,160.44,32.6,2.45,0.0,-0.39,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-02,0.0,-0.91,0.0,8.94,25.62,17.28,0.25,1.54,1.47,50.35,126.14,2.82,67.78,160.44,30.0,2.45,0.0,0.01,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-03,0.0,-0.47,0.0,10.61,23.73,17.17,0.43,1.31,1.25,52.05,121.32,3.0,57.12,157.84,34.4,2.45,0.0,0.18,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-04,0.0,-0.65,0.0,7.5,27.18,17.34,0.17,1.64,1.56,54.65,123.77,3.44,57.12,157.84,30.0,2.45,0.0,-0.06,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-05,0.0,-1.32,0.0,9.86,25.14,17.5,0.26,1.46,1.39,48.35,124.34,2.96,57.12,157.84,30.0,2.45,0.0,0.03,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-06,0.0,-0.78,0.0,9.62,24.52,17.07,0.04,1.5,1.43,47.65,130.67,2.88,57.12,156.18,30.0,2.45,0.0,-0.19,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-07,0.0,-1.49,0.0,8.58,23.92,16.25,-0.88,1.29,1.23,54.31,113.99,2.76,57.12,154.11,30.0,2.45,0.0,-1.11,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-08,0.0,-0.36,0.0,9.04,22.35,15.7,-1.22,1.27,1.21,47.64,122.29,3.09,57.12,152.81,33.4,2.45,0.0,-1.46,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-09,0.0,-0.4,0.0,11.08,23.49,17.28,0.29,1.26,1.2,47.23,119.26,2.44,56.62,152.81,38.0,2.45,0.0,0.05,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-10,12.82,11.81,3.17,7.74,25.97,16.86,-0.49,0.81,0.77,65.18,63.99,3.55,69.44,165.63,30.0,2.45,3.2,-0.71,1169.31,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-11,0.0,-0.59,0.0,9.21,23.94,16.58,-0.01,1.34,1.28,49.52,119.4,2.31,69.44,165.63,30.0,2.45,0.0,-0.26,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-12,0.0,-0.15,0.0,7.22,23.61,15.42,-1.3,1.61,1.53,46.93,139.82,2.84,69.44,165.63,30.0,2.45,0.0,-1.55,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-13,0.0,-0.26,0.0,6.22,22.89,14.56,-2.55,1.37,1.3,54.37,120.91,3.31,66.84,165.63,30.0,2.45,0.0,-2.79,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-14,0.0,-1.1,0.0,8.52,25.27,16.9,-0.17,1.55,1.48,47.41,128.09,2.45,61.26,164.77,30.0,2.45,0.0,-0.4,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-15,0.11,-0.58,0.03,9.66,25.32,17.49,0.21,1.0,0.95,66.49,83.95,3.11,61.37,164.88,30.0,2.45,0.03,-0.02,-84.02,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-16,0.0,-2.32,0.0,9.37,23.79,16.58,-0.04,1.29,1.23,49.08,116.3,2.62,61.37,164.88,30.0,2.45,0.0,-0.29,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-17,0.0,-0.6,0.0,10.38,25.94,18.16,1.06,1.38,1.31,48.29,113.95,2.47,61.37,164.88,30.0,2.45,0.0,0.83,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-18,0.0,-0.54,0.0,8.98,24.52,16.75,-0.57,1.32,1.26,54.7,113.8,3.49,61.32,164.88,30.0,2.45,0.0,-0.8,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-19,0.0,-0.61,0.0,11.96,20.63,16.3,-0.58,0.91,0.87,49.04,106.63,3.26,61.32,164.84,56.6,2.45,0.0,-0.82,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-20,0.0,-0.81,0.0,8.69,26.44,17.57,0.25,1.45,1.38,50.03,113.88,2.28,61.32,163.95,30.0,2.45,0.0,0.03,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-21,11.68,10.42,2.66,8.38,25.5,16.94,-0.26,0.99,0.94,73.49,80.51,2.86,73.0,175.63,30.0,2.45,2.92,-0.49,828.16,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-22,0.0,-1.15,0.0,8.9,22.52,15.71,-1.43,1.13,1.08,52.85,107.65,2.73,72.46,172.9,31.9,2.45,0.0,-1.66,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-23,0.0,-0.98,0.0,9.19,23.04,16.11,-1.1,1.18,1.12,47.64,109.56,2.54,66.04,171.04,30.8,2.45,0.0,-1.33,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-24,0.0,-0.09,0.0,9.26,26.69,17.98,0.73,1.64,1.56,50.71,129.09,2.75,66.04,169.55,30.0,2.45,0.0,0.5,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-25,0.0,-0.67,0.0,9.43,21.57,15.5,-1.4,1.06,1.01,52.97,107.73,2.69,66.04,169.35,39.3,2.45,0.0,-1.64,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-26,0.0,-0.89,0.0,10.89,24.65,17.77,0.37,1.21,1.15,49.77,107.25,2.78,66.04,169.35,31.2,2.45,0.0,0.15,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-27,0.0,-0.91,0.0,10.96,23.39,17.18,-0.2,1.21,1.15,47.23,115.34,3.58,66.04,169.35,37.8,2.45,0.0,-0.42,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-28,0.0,-1.09,0.0,10.01,26.52,18.26,1.0,1.46,1.39,54.78,116.76,4.02,66.04,169.35,30.0,2.45,0.0,0.77,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-29,0.0,-0.28,0.0,12.03,21.28,16.66,-0.74,0.96,0.91,47.28,106.79,3.06,66.04,169.35,53.7,2.45,0.0,-0.96,-100.0,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-11-30,3.78,2.42,0.99,8.54,24.38,16.46,-0.99,0.97,0.92,73.93,83.03,2.54,69.82,173.13,30.0,2.45,0.94,-1.2,177.04,0.24,-0.33,0.25,-0.21,-0.01,0.87,0.48,0.35,-0.1,0.14
Western Cape,2009-12-01,0.0,-0.8,0.0,10.94,27.32,19.13,-0.04,1.38,1.31,51.59,107.7,2.69,67.18,168.89,30.0,2.45,0.0,-0.18,-100.0,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-02,0.07,-0.17,0.02,9.41,25.51,17.46,-2.07,0.69,0.66,75.04,57.82,2.54,66.51,166.69,30.0,2.45,0.02,-2.2,-70.74,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-03,0.0,-0.26,0.0,10.56,25.72,18.14,-1.38,1.23,1.17,45.65,102.93,3.84,66.51,165.51,30.0,2.45,0.0,-1.52,-100.0,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-04,0.11,-0.55,0.03,9.87,29.47,19.67,-0.02,0.68,0.65,70.75,48.32,3.15,66.05,165.62,30.0,2.45,0.03,-0.15,-83.44,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-05,0.0,-0.46,0.0,9.67,26.98,18.32,-1.24,1.39,1.32,46.27,108.23,2.65,65.98,161.46,30.0,2.45,0.0,-1.38,-100.0,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-06,0.0,-0.58,0.0,11.11,28.27,19.69,-0.11,1.44,1.37,46.16,108.49,2.43,65.98,156.92,30.0,2.45,0.0,-0.24,-100.0,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-07,5.38,4.71,1.39,9.35,25.67,17.51,-2.0,0.84,0.8,74.89,68.95,2.94,69.95,162.3,30.0,2.45,1.34,-2.13,702.99,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-08,1.13,0.46,0.28,12.59,27.81,20.2,0.53,1.02,0.97,66.66,80.5,3.07,71.08,163.43,30.0,2.45,0.28,0.4,67.56,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-09,0.0,-0.69,0.0,11.66,26.81,19.24,-0.38,1.29,1.23,46.33,105.23,2.96,71.08,163.43,30.0,2.45,0.0,-0.52,-100.0,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-10,0.0,-0.78,0.0,11.45,27.94,19.7,-0.09,1.43,1.36,46.84,109.71,3.53,71.08,163.43,30.0,2.45,0.0,-0.21,-100.0,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-11,0.0,-0.83,0.0,11.72,24.27,18.0,-1.85,1.02,0.97,46.58,94.41,3.08,70.2,163.43,37.3,2.45,0.0,-1.97,-100.0,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-12,0.19,-0.36,0.05,9.28,24.67,16.98,-2.73,0.77,0.73,65.73,65.73,3.68,70.39,163.62,30.0,2.45,0.05,-2.86,-65.65,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-13,0.0,-0.27,0.0,12.69,26.79,19.74,0.08,1.2,1.14,51.36,99.58,3.28,70.39,152.38,30.0,2.45,0.0,-0.05,-100.0,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-14,0.0,-0.71,0.0,12.39,28.19,20.29,0.45,1.39,1.32,48.71,107.51,2.95,68.85,152.38,30.0,2.45,0.0,0.33,-100.0,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-15,0.17,-0.3,0.04,10.74,26.94,18.84,-1.38,0.92,0.88,71.22,73.42,2.82,64.46,148.12,30.0,2.45,0.04,-1.49,-63.74,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-16,0.48,-0.03,0.11,14.96,26.09,20.52,0.45,0.61,0.58,67.95,56.18,2.65,64.94,148.6,44.4,2.45,0.12,0.34,-5.36,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-17,0.0,-0.35,0.0,13.76,26.74,20.25,0.09,1.17,1.11,47.52,100.18,3.92,64.94,143.38,35.1,2.45,0.0,-0.02,-100.0,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-18,0.0,-0.67,0.0,12.94,28.01,20.48,0.25,1.19,1.13,49.84,93.61,4.06,64.94,140.09,30.0,2.45,0.0,0.15,-100.0,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-19,0.0,-0.49,0.0,11.89,26.38,19.13,-1.27,1.31,1.25,52.06,109.47,3.79,64.94,140.09,30.0,2.45,0.0,-1.37,-100.0,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-20,0.0,-1.12,0.0,13.04,29.3,21.17,0.99,1.24,1.18,51.56,92.58,3.75,64.94,140.09,30.0,2.45,0.0,0.88,-100.0,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-21,1.95,1.39,0.54,12.22,24.19,18.21,-1.81,0.52,0.5,72.76,49.46,2.47,66.89,142.04,40.2,2.45,0.49,-1.93,248.21,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-22,0.0,-0.53,0.0,13.49,26.92,20.21,-0.28,1.13,1.08,46.13,95.66,2.49,66.89,139.27,32.8,2.45,0.0,-0.38,-100.0,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-23,0.0,-0.87,0.0,14.25,27.54,20.9,0.76,1.21,1.15,45.73,100.5,2.45,64.56,139.27,33.6,2.45,0.0,0.65,-100.0,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-24,0.0,-1.11,0.0,12.46,25.93,19.2,-1.05,1.21,1.15,52.01,104.73,3.07,64.56,139.27,32.7,2.45,0.0,-1.15,-100.0,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-25,0.0,-0.31,0.0,11.54,26.52,19.03,-1.55,1.27,1.21,52.78,104.95,2.78,61.8,139.27,30.0,2.45,0.0,-1.64,-100.0,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-26,0.93,0.61,0.22,10.98,28.55,19.76,-0.95,0.7,0.67,68.91,52.55,2.79,62.73,140.2,30.0,2.45,0.23,-1.04,186.68,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-27,0.0,-0.13,0.0,10.52,25.13,17.82,-2.7,1.14,1.09,47.29,98.58,2.65,62.08,140.2,30.0,2.45,0.0,-2.79,-100.0,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-28,0.0,-1.64,0.0,13.65,26.91,20.28,-0.36,1.17,1.11,51.12,98.77,2.47,62.08,140.2,33.7,2.45,0.0,-0.45,-100.0,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-29,3.02,2.5,0.75,14.04,27.45,20.74,0.12,0.52,0.5,63.68,43.72,3.54,65.1,141.77,33.0,2.45,0.76,0.03,483.01,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-30,0.43,0.11,0.12,13.02,28.24,20.63,0.02,0.89,0.85,66.71,69.84,3.56,65.53,141.23,30.0,2.45,0.11,-0.07,33.54,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2009-12-31,0.0,-0.94,0.0,13.48,27.66,20.57,-0.07,1.38,1.31,49.23,111.36,3.18,63.34,141.23,30.0,2.45,0.0,-0.16,-100.0,-1.01,-0.5,-0.4,-0.12,-0.21,0.33,0.67,0.29,0.03,-0.02
Western Cape,2010-01-01,0.0,-0.08,0.0,13.5,29.04,21.27,-0.85,1.29,1.23,50.84,98.18,3.05,63.34,140.46,30.0,2.45,0.0,-0.88,-100.0,-1.28,-0.98,-0.9,-0.09,-0.24,-0.16,0.49,0.3,0.04,-0.04
Western Cape,2010-01-02,1.07,0.78,0.25,15.08,27.03,21.06,-1.02,0.94,0.9,76.64,82.87,3.26,64.41,141.53,40.2,2.45,0.27,-1.05,264.94,-1.28,-0.98,-0.9,-0.09,-0.24,-0.16,0.49,0.3,0.04,-0.04
Western Cape,2010-01-03,0.0,-0.87,0.0,13.3,27.91,20.6,-1.49,1.4,1.33,52.61,111.38,3.08,64.41,141.53,30.0,2.45,0.0,-1.52,-100.0,-1.28,-0.98,-0.9,-0.09,-0.24,-0.16,0.49,0.3,0.04,-0.04
Western Cape,2010-01-04,1.9,1.38,0.43,15.81,30.7,23.26,1.41,1.07,1.02,68.7,79.07,2.32,66.31,143.43,30.0,2.45,0.48,1.37,263.71,-1.28,-0.98,-0.9,-0.09,-0.24,-0.16,0.49,0.3,0.04,-0.04
Western Cape,2010-01-05,0.0,-0.07,0.0,15.15,30.11,22.63,0.25,1.43,1.36,51.21,107.1,2.32,66.31,143.43,30.0,2.45,0.0,0.23,-100.0,-1.28,-0.98,-0.9,-0.09,-0.24,-0.16,0.49,0.3,0.04,-0.04
Western Cape,2010-01-06,0.0,-0.38,0.0,13.42,28.38,20.9,-1.49,1.3,1.24,53.73,102.29,2.86,63.67,135.46,30.0,2.45,0.0,-1.51,-100.0,-1.28,-0.98,-0.9,-0.09,-0.24,-0.16,0.49,0.3,0.04,-0.04
Western Cape,2010-01-07,2.05,0.98,0.53,13.4,31.52,22.46,0.3,0.96,0.91,76.18,65.61,3.78,65.72,137.51,30.0,2.45,0.51,0.27,91.02,-1.28,-0.98,-0.9,-0.09,-0.24,-0.16,0.49,0.3,0.04,-0.04
Western Cape,2010-01-08,0.92,0.21,0.23,14.74,30.98,22.86,0.48,1.04,0.99,73.99,74.8,3.31,66.64,132.56,30.0,2.45,0.23,0.46,29.72,-1.28,-0.98,-0.9,-0.09,-0.24,-0.16,0.49,0.3,0.04,-0.04
Western Cape,2010-01-09,0.0,-0.51,0.0,14.63,28.29,21.46,-1.04,1.38,1.31,51.88,111.52,3.31,59.16,131.88,31.7,2.45,0.0,-1.05,-100.0,-1.28,-0.98,-0.9,-0.09,-0.24,-0.16,0.49,0.3,0.04,-0.04
Western Cape,2010-01-10,0.0,-0.51,0.0,14.52,29.29,21.9,-0.53,1.48,1.41,48.46,113.55,2.74,59.16,131.88,30.0,2.45,0.0,-0.55,-100.0,-1.28,-0.98,-0.9,-0.09,-0.24,-0.16,0.49,0.3,0.04,-0.04
Western Cape,2010-01-11,0.69,-0.09,0.16,16.58,27.44,22.01,-0.22,0.67,0.64,74.14,60.28,2.67,59.85,132.57,45.7,2.45,0.17,-0.24,-11.63,-1.28,-0.98,-0.9,-0.09,-0.24,-0.16,0.49,0.3,0.04,-0.04
Western Cape,2010-01-12,0.0,-0.61,0.0,15.67,28.99,22.33,-0.21,1.34,1.28,48.66,107.38,3.03,59.85,129.8,33.4,2.45,0.0,-0.23,-100.0,-1.28,-0.98,-0.9,-0.09,-0.24,-0.16,0.49,0.3,0.04,-0.04
Western Cape,2010-01-13,0.0,-0.37,0.0,14.93,31.68,23.3,1.22,1.53,1.46,52.7,107.14,3.28,59.85,129.8,30.0,2.45,0.0,1.18,-100.0,-1.28,-0.98,-0.9,-0.09,-0.24,-0.16,0.49,0.3,0.04,-0.04
